ECO1001,경제학입문,introductiontoeconomics
ECO4866,행동경제학,behavioraleconomics
STA1001,통계학입문,introductiontostatistics
STA1002,미분적분학,calculus
STA2102,선형대수,linearalgebra
STA2103,수리통계학(1),
STA2104,r과파이썬프로그래밍,formerlycomputerdataanalysis
STA2105,통계방법론,statisticalmethod
STA3102,다변량통계분석,multivariateanalysis
STA3104,범주형자료분석,categoricaldataanalysis
STA3105,베이즈통계,bayesianstatistics
STA3107,비모수통계학,nonparametricstatistics
STA3108,생존자료분석,survivaldataanalysis
STA3109,수리통계학(2),mathematicalstatistics2
STA3110,시계열분석,timeseriesanalysis
STA3111,실험계획법,experimentaldesign
STA3113,응용확률모형론,appliedprobabilitymodels
STA3115,탐색적자료분석,exploratorydataanalysis
STA3122,통계학의응용1,appliedstatistics1
STA3123,데이터사이언스표본추출이론,samplingtheoryindatascience
STA3124,데이터사이언스를위한확률과정,stochasticprocessesfordatascience
STA3125,회귀분석,regressionanalysis
STA3126,수리통계학(1),mathematicalstatistics1
STA3127,통계전산,
STA3129,금융리스크관리실무와통계학,practicalriskmanagementandstatistics
STA3130,데이터사이언스실전(1),datascienceinpractice1
STA3131,데이터사이언스실전(2),datascienceinpractice2
STA3133,데이터공학,dataengineering
STA3135,데이터사이언스를위한자료구조및알고리즘,datastructuresandalgorithmsfordatascience
STA3140,딥러닝,deeplearning
STA3141,머신러닝을위한수학,mathematicsformachinelearning
STA3142,통계적머신러닝,statisticalmachinelearning
STA3143,데이터사이언스를위한컴퓨터비전,computervisionfordatascience
STA4102,금융통계학,computervisionfordatascience
STA4103,데이터마이닝,datamining
STA4104,이론통계학2,theoreticalstatistics2
STA4108,통계학의응용(2),appliedstatistics2
STA4109,통계자료분석,statisticaldataanalysis
STA4110,실해석학,realanalysys
STA4111,보험통계,statisticsforinsurance
STA4112,보험통계(2),statisticsforinsurance2
STA4114,손해보험통계,statisticalmodelsforgeneralinsurance
STA4115,이론통계학(1),theoreticalstatistics1
STA4116,데이터사이언스(1):데이터통합과정보보호,datasciencei:dataintegrationanddataprivacy
STA4117,데이터사이언스(2):네트워크자료분석,datascienceⅱ:networkdataanalysisfordatascience
STA4118,인과적추론,causalinference
STA4119,데이터사이언스를위한qiskit,qiskitfordatascience
STA4120,고급데이터사이언스방법론,advanceddatasciencetechniques
STA4122,데이터사이언스를위한정보이론,informatiomtheoryfordatascience
BIZ1101,회계원리(1),principlesofaccounting
BIZ1102,조직행동론,organizationalbehavior
BIZ2001,주니어세미나(기업재무사례연구),
BIZ2003,ut세미나(조직행동론),
BIZ2113,경영수학(1),businessmathematics1
BIZ2114,경영수학(2),businessmathematics2
BIZ2119,재무관리,financialmanagement
BIZ2120,마케팅,marketing
BIZ2121,생산및운영관리,production&operationsmanagement
BIZ2122,경영과학,managementscience
BIZ2123,창업207:스타트업만들기(캡스톤디자인),
BIZ2124,창업101:한국의빌게이츠를향해,startup101:firststepsforyourstartup
BIZ2125,경영환경의최신동향:디지털혁명과사회변동,
BIZ2126,기업가정신:혁신과창업을위한경영학이야기,
BIZ2127,경영학입문세미나,sophomoreseminarforbusinessadministration
BIZ3001,상법(1),commerciallawⅰ
BIZ3018,회계원리2,전선mat2104수학과프로그래밍3수학
BIZ3101,경영과학,
BIZ3104,경영시뮬레이션,businesssimulation
BIZ3105,회사법,corporationlaw
BIZ3106,조세개론,introductiontotaxation
BIZ3107,법인세법,corporatetaxlaw
BIZ3108,회계원리(2),managementaccounting
BIZ3109,중급회계(1),intermediateaccounting1
BIZ3110,원가회계,costaccounting
BIZ3113,e-business전략,e-businessstrategy
BIZ3117,hci개론,introductiontohumancomputerinteraction
BIZ3119,기업재무,corporatefinance
BIZ3120,투자론,
BIZ3122,국제금융시장론,
BIZ3124,보험총론,principlesofinsurance
BIZ3125,보험경영론,insurancecompanyoperations
BIZ3126,소비자행동론,consumerbehavior
BIZ3127,시장조사론,marketingresearch
BIZ3128,광고론,advertising
BIZ3129,유통경로론,distributionchannelanalysis
BIZ3130,신제품마케팅,newproductmarketing
BIZ3134,국제경영론,internationalmanagement
BIZ3135,국제마케팅,internationalmarketing
BIZ3136,인적자원관리,humanresourcemanagement
BIZ3138,경영협상론,
BIZ3140,사회심리학,
BIZ3143,벤처창업론,entrepreneurialmanagement
BIZ3147,전략경영,strategicmanagement
BIZ3148,노사관계론,labor-managementrelations
BIZ3150,물류및공급체인관리,logisticsandsupplychainmanagement
BIZ3155,중급회계(2),intermediateaccounting2
BIZ3158,비즈니스커뮤니케이션,businesscommunication
BIZ3160,전략적구매및공급경영,strategicpurchasing&supplymanagement
BIZ3161,세계경영세미나,globalbusinessseminar
BIZ3162,금융시장론,moneyandbanking
BIZ3166,서비스오퍼레이션관리,serviceoperarionsmanagement
BIZ3167,오퍼레이션전략,competitiveoperationsstrategy
BIZ3169,비즈니스모델:디지털스타트업을위한캡스톤프로젝트,businessmodel:capstoneprojectfordigitalstart-up
BIZ3172,계량마케팅의사결정,quantitativemarketingdecisionmaking
BIZ3173,pc를활용한경영의사결정,businessdecisionmakingwithpctools
BIZ3174,uget-l(아모레퍼시픽-싱가폴,말레이시아):캡스톤디자인BIZ3175,글로벌기업과법적환경,corporationanditslegalenvironment
BIZ3176,창조와혁신,creativeinnovation
BIZ3180,중국경영론,managinginchina
BIZ3181,창업407:스타트업인턴십(여름학기)-띵스플로우,summersemster
BIZ3182,제품및서비스혁신,productandserviceinnovation
BIZ3189,경영정보시스템,managementinformationsystems
BIZ3191,전략적제휴경영,managingglobalallianceformaion
BIZ3195,정부회계와재정통계,governmentaccountingandfinancialstatistics
BIZ3196,최첨단기술트렌드와기술경영,frontiertechnologytrendandtechnologymanagement
BIZ3197,비즈니스애널리틱스,introductiontobusinessanalytics
BIZ3198,비즈니스프로그래밍,introductiontobusinessprogramming
BIZ3199,ai비즈니스,aibusiness
BIZ3200,헬스케어비즈니스,healthcarebusiness
BIZ3202,진정한승자가되기위한전략,strategyandsuccess
BIZ3203,스타트업인턴십(겨울학기)(주)띵스플로우,wintersemster
BIZ3205,창업307:시제품출시하기,startup307:prototypeproduction
BIZ3206,공급사슬애널리틱스,supplychainanalytics
BIZ3207,인공지능경영입문프로젝트,introductoryaibusinesscapstoneproject
BIZ4001,경영학자양성세미나,honorsprograminbusiness
BIZ4102,네트워크이론,networktheory
BIZ4105,창의적의사결정론,
BIZ4106,수리및확률계획,probability&mathematicalprogramming
BIZ4110,수리계획론,mathematicalprogramming
BIZ4112,재무회계연습(1),financialaccountingpractice1
BIZ4113,재무회계연습(2),financialaccountingpractice2
BIZ4115,회계감사,auditing
BIZ4116,고급회계,advancedaccounting
BIZ4119,it전략,itstrategy
BIZ4122,파생상품론,futuresandoptions
BIZ4123,기업분석과가치평가,businessanalysis&valuation
BIZ4125,마케팅전략,marketingstrategy
BIZ4126,브랜드관리론,brandmanagement
BIZ4127,소매경영,retailmanagement
BIZ4129,관계마케팅,relationshipmarketing
BIZ4131,세계경영환경론,globalbusinessenvironment
BIZ4132,세계기업현장실습,fieldstudyofglobalenterprise
BIZ4138,자기계발론,
BIZ4139,데이타를이용한의사결정,data-baseddecisionmaking
BIZ4140,조직구조와설계,organizationalstructure&design
BIZ4141,인간중심디자인,human-orientednewproductdevelopment
BIZ4142,기술경영,technologymanagement
BIZ4147,불확실성과최적의사결정,decisionmakingunderuncertainty
BIZ4148,세계신흥시장의이해와진출전략,managinginemergingmarkets
BIZ4150,프로젝트관리,projectmanagement
BIZ4151,인수합병과구조조정,m&arestructuring
BIZ4152,최적제어이론,optimalcontroltheory
BIZ4157,연경리더스포럼,ysbleadersforum
BIZ4158,글로벌경영포럼,globalbusinessforum
BIZ4159,경영윤리와지속가능경영포럼,managementethicsforum
BIZ4160,기업성장및혁신전략,corporategrowthandinnovationstrategy
BIZ4162,사회적기업과혁신,socialenterpriseandinnovation
BIZ4164,기업가치평가,corporatevaluation
BIZ4165,경영컨설팅과컨설턴트의세계,worldofmanagementconsultingandconsultant
BIZ4167,서비스디자인,servicedesign
BIZ4168,esg경영과기업지배구조,esgmanagementandcorporategovernance
BIZ4171,insearchofleaders,
BIZ4172,글로벌제조기업경영의이론과실제,
BIZ4173,프랜차이즈관리,franchisemanagemnet
BIZ4175,네트워크최적화와응용,networkoptimizationandapplications
BIZ4177,마케팅전략모형,marketingstrategymodel
BIZ4179,재무제표의분석과평가,financialstatementanalysis
BIZ4180,조직학습:기회와함정,organizationallearning:opportunityandtrap
BIZ4182,창업303:창업하기,startup303:startup
BIZ4183,businessethicsandcorporatesocialresponsibility:apsychologicalapproach,
BIZ4184,소셜네트워크마케팅,
BIZ4185,혁신을위한디자인적사고,designthinkingforinnovation
BIZ4186,창업402:소셜벤처프로젝트-usee,startup402:socialventureproject-:usee
BIZ4187,창업305:창조성,startup305:creativity
BIZ4188,최적화개론,introductoryoptimization
BIZ4189,경영협상론,businessnegotiation
BIZ4190,창업401:창업기업컨설팅-ucan,startup401:startupconsulting-ucan
BIZ4191,사회공헌프로젝트:usee(캡스톤디자인),
BIZ4192,마케팅애널리틱스,marketinganalytics
BIZ4193,동기부여와임파워먼트,motivationandempowerment
BIZ4194,비즈니스애널리틱스를위한머신러닝,machinelearningforbusinessanalytics
BIZ4195,디지털마케팅전략및응용,digitalmarketingstrategyandapplication
BIZ4196,벤처캐피탈,venturecapital
BIZ4197,상시창조적혁신과21세기형경영,constantcreativeinnovationsandthe21stcenturymanagement
BIZ4198,uset(가나안농군학교-말레이시아):캡스톤디자인,capstonedesign
BIZ4199,창업403:스타트업부트캠프,
BIZ4201,uset-cilab(캡스톤디자인):서대문구청-국내,undergraduatesustainabilityengagementtraining-community
BIZ4202,전략경영세미나,strategymanagementseminar
BIZ4203,마케팅인사이트,marketinginsight
BIZ4204,데이터베이스관리,databasemanagement
BIZ4205,블록체인과전략적혁신,blockchainandstrategicinnovation
CAC1100,컴퓨터프로그래밍,computerprogramming
YCS1001,컴퓨팅적사고와sw프로그래밍,computationalthinkingandswprogramming
YCS1002,sw프로그래밍,swprogramming
YCS1003,인공지능의이해와활용,understandingandusingai
YCS1004,빅데이터와지식탐사,bigdataandknowledgediscovery
YCS1005,ict산업연계프로젝트,ictindustrylinkedproject
YCS1006,ict산업연계프로젝트(심화),advanced
YCS1007,자동화를위한정보의측정과처리,dataacquisitionandprocessingforautomation
YCS1008,iot와로보틱스,iotandrobotics
YCS1009,세상을변화시키는프로그래밍,changingtheworldthroughprogramming
YCS1010,라이프텍:인간생애와기술,life-tech:humanlife&technology
YCS1011,딥러닝기초및응용,deeplearning:basicsandapplication
YCS1012,데이터로이해하는세상,understandingtheworldwithdata
YCS1102,컴퓨터시스템과피지컬컴퓨팅,computersystemandphysicalcomputing
YCS1103,알고리즘의단계적사고,algorithmicthinking
YCS1104,데이터과학의이해와응용,understandingandapplicationofdatascience
EDU2001,교육학개론,
EDU2002,미래를위한교육학,educationfortomorrow
EDU2103,교육경제학개론,introductiontoeconomicsofeducation
EDU2105,교육과정의원리,foundationofcurriculumdevelopment
EDU2106,교육통계의이해,understandingofeducationaldatascience
EDU2107,교육사회학,sociologyofeducation
EDU2108,교육심리학,psychologyofeducation
EDU2109,ict활용교육,ict-basededucation
EDU2110,교육리더십,educationalleadership
EDU2111,교육철학,philosophyofeducation
EDU2112,교육학고전강독,readingineducationalclassics
EDU2113,교육행정입문,introductiontoeducationaladministration
EDU2114,심리학개론,introductiontopsychology
EDU2115,사고와창의성,
EDU2116,인적자원개발론,humanresourcedevelopment
EDU2117,정신건강,psychologyofeducation
EDU2119,한국교육사,
EDU2122,교육측정과검사이론,introductiontomeasurementandtesttheory
EDU2124,교수학습자료개발,instructionalmaterialsdevelopment
EDU2125,서양교육사,historyofwesterneducation
EDU2127,교육학교육론,studyofsubjectmatterineducation
EDU2128,사교육시장분석,
EDU2130,교육조사방법론,surveymethodsofeducation
EDU2131,미래교육과교육공학,futureeducationandinstructionaltechnology
EDU2133,상담심리기초,foundationsofcounselingpsychology
EDU2134,교육과경영,
EDU3101,개인차와교육,individualdifferencesandeducation
EDU3102,고등교육론,highereducation
EDU3103,교수방법론,theoriesofinstructionalmethods
EDU3104,교수학습이론,theoriesofinstruction-learning
EDU3105,교육경제학,economicsofeducation
EDU3106,교육과일의세계,educationandtheworldofwork
EDU3107,교육사상사,historyofeducationalthoughts
EDU3110,교육행정의이론과실제,theoryandpracticeofeducationaladministration
EDU3112,비교교육학,comparativeeducation
EDU3113,상담과생활지도,counsellingandguidance
EDU3115,원격교육활용론,utilizationofe-learning
EDU3116,인간관계이론과실제,theoriesandpracticeofhumanrelation
EDU3119,한국교육사,historyofeducationinkorea
EDU3120,,
EDU3122,평생교육론,anintroductiontolifelongeducation
EDU3123,포스트모던의성인교육학,postmodernsociologyofeducation
EDU3124,교육정책,educationalpolicy
EDU3125,한국문화와교육,koreancultureandeducation
EDU3126,현대교육사조,moderntrendsofeducationalthoughts
EDU3127,교육재정론,educationalfinance
EDU3128,성격심리학,psychologyofpersonality
EDU3129,기업교육론,theoryofworkplacelearning
EDU3130,동양사상과교육,eastasianthoughtandeducation
EDU3131,인간발달과교육,humandevelopmentandeducation
EDU3132,프로그램평가방법,programevaluationmethod
EDU3133,교육평가론,educationalevaluation
EDU3135,교육과법,educationandlaw
EDU3136,교육의인류학적탐구,anthropologicalstudyineducation
EDU3137,교육의비교문화적이해,comparativeculturalunderstandingofeducation
EDU3138,교육현장연구방법입문,introductiontoresearchmethodsineducationsettings
EDU3139,멀티미디어활용교육,multimedia-basededucation
EDU3143,교육학교재연구및지도법,teachingmaterialsandteachingsmethodsineducation
EDU3144,교육학논리및논술교육,logicandessay-writingineducation
EDU3150,영재성과창의성,
EDU3154,교재연구및지도법,
EDU3155,여성교육의경제학,economicsofeducationforwomen
EDU3166,교육경영학원론,managmentprinciplesofeducation
EDU3167,교육통계적방법,educationalstatisticsii
EDU3168,세계화와교육환경,globalizationandeducationalcontexts
EDU3169,글로벌고등교육의이해와탐구,introductiontohighereducation:theoryandpractice
EDU4103,교육과정개발,curriculumdevelopment
EDU4104,교육사회학이론과사상,thoughtsinsociologyofeducation
EDU4106,특수교육학개론,introductiontospecialeducation
EDU4108,교육연구방법론,educationalresearchmethods
EDU4113,교육행정/정책문제세미나,seminarineducationaladministrationproblems
EDU4114,교육프로그램개발,educational&trainingprogramsdevelopment
EDU4117,산업교육실제,hrdpracticum
EDU4118,상담심리세미나,seminaroncounsellingpsychology
EDU4119,진로상담의이론과실제,theoryandpracticeofcareercounseling
EDU4120,여성교육과가족경제,women'seducationandfamilyeconomics
EDU4121,국제이해교육,educationforinternationalunderstanding
EDU4122,세계시민의식과국제이해교육,globalcitizenshipandeducationforinternationalunderstanding
EDU4123,한국교육문제세미나,seminaronissuesinkoreaneducation
EDU4124,hrd와성인교육,hrdandadulteducation
EDU4125,창의성과교육,creativityandeducation
EDU4127,마음교육론,studiesinmaumeducation
EDU4129,기업교육공학의실제,corporatedevelopment&trainingtechnology
EDU4130,인력개발인턴십,hrdinternship
EDU4131,노인교육론,pedagogyoftheage
EDU4132,성인교육방법론,adulteducationmethod
EDU4133,기업교육세미나,seminaronhrd
EDU4134,교수설계의원리와실제,
EDU4135,다문화사회의교육,educationinmulticulturalsociety
EDU4138,학습과학,learningscience
EDU4139,집단상담실제,groupcounselingpractice
EDU4140,고등교육과인재개발,highereducationandtalentdevelopment
EDU4141,한국고등교육의이해와탐구,
EDU4142,고등교육세미나:쟁점과딜레마,
SLS1101,농구,basketball
SLS1102,에어로빅체조,전공구분교양전공총
SLS1103,태권도(1),taekwondoⅰ
SLS1104,수영(1),swimmingⅰ
SLS1105,하계스포츠(1),thesummersportsⅰ
SLS1106,째즈댄스,jazzdance
SLS1107,유도(1),judoⅰ
SLS1108,에어로빅운동(1),aerobicexerciseⅰ
SLS1109,골프(1),golfⅰ
SLS1110,댄스스포츠(1),dancesportⅰ
SLS1113,테니스(1),tennis
SLS1115,배드민턴,
SLS1200,동계스포츠(1),thewintersportsⅰ
SLS1201,스포츠응용산업학개론,introductiontosportsindustrystudies
SLS1202,스포츠행정및경영,sportadministration&management
SLS1203,시니어스포츠응용산업,children&oldadultphysicaleducation
SLS1204,볼링,
SLS2001,주니어세미나(신체적정신적한계와스포츠),
SLS2100,동계스포츠(2),thewintersportsⅱ
SLS2102,유도(2),judoⅱ
SLS2103,크리에이티브무브먼트,creativemovement
SLS2104,포크댄스,folkdance
SLS2105,하계스포츠(2),thesummersportsⅱ
SLS2106,태권도(2),taekwondoⅱ
SLS2107,호신술,selfdefence
SLS2109,댄스스포츠(2),dancesportⅱ
SLS2110,재활운동실기,rehabilitationexercise
SLS2111,보디빌딩(1),bodybuilding
SLS2112,스킨스쿠바,skinscuba
SLS2114,골프(2),golfⅱ
SLS2115,에어로빅운동(2),
SLS2116,요트,yacht
SLS2117,승마(1),horseriding
SLS2118,수상스포츠,waterski/wakeboard
SLS2120,수영(2),swimmingⅱ
SLS2124,레크리에이션실습,
SLS2202,스포츠문화사,culturalhistoryofsport
SLS2203,스포츠사회학,sociologyofsports
SLS2204,미디어스포츠,mediasports
SLS2205,스포츠와이벤트,
SLS2206,스포츠철학,
SLS2208,스포츠레저심리학,psychologyofsport&leisure
SLS2209,축구(1),soccor
SLS2210,야구(1),baseball
SLS3201,레크리에이션경영전략,recreation
SLS3204,여가학,introductiontoleisureeducation
SLS3205,스포츠투어리즘,sportstourism
SLS3209,스포츠마케팅,sportmarketing
SLS3210,특수체육,adaptedphysicaleducation
SLS3211,스포츠와영어(1),
SLS3214,스포츠산업경영최신주제토론세미나(1),advancedseminar:topicsinsportindustry
SLS3311,이벤트기획및진행,eventplanningandoperations
SLS3312,평생스포츠지도및실습,coachingintergenerationalsport
SLS3334,째즈댄스(2),jazzdanceⅱ
SLS4003,경기분석방법론,
SLS4102,졸업실기,comprehensiveskilltest
SLS4201,,
SLS4202,스포츠응용산업전공실습,sportindustrystudiespracticum
SLS4204,스포츠와사회복지,sportandsocialwelfare
SLS4205,스포츠정책및법,sportpolicyandlaw
SLS4206,스포츠응용산업연구법,researchmethodinsportsindustrystudies
SLS4207,스포츠응용산업윤리및리더십,sportsindustryleadership
SLS4209,스포츠레저카운셀링,sportscounceling
SLS4210,스포츠의학의이론과실제,theoryandpracticeofsportsmedicine
SLS4211,스포츠비즈니스,thebusinessofsport
SLS4212,스포츠서비스,sportserviceoperationanddelivery
SLS4213,스포츠와정서,
SLS4215,자연과스포츠교육론,natureandsporteducation
SLS4220,농구지도법(1),
SLS4222,스포츠커뮤니케이션,
SLS4301,스포츠인더스트리4.0,sportindustry4.0
YCF1102,언어의세계,worldoflanguage
YCF1201,한문(1),
YCF1202,한문(2),readingsino-koreanliterature2
YCF1203,한문(3),readingsino-koreanliterature3
YCF1301,중국어(1),chinese1
YCF1302,중국어(2),chinese2
YCF1303,중국어(3),chinese3
YCF1351,일본어(1),japanese1
YCF1352,일본어(2),japanese2
YCF1353,일본어(3),japanese3
YCF1408,englishforhumanitiesandsocialsciences,
YCF1409,englishforbusiness,
YCF1410,englishforphysicalsciencesandengineering,
YCF1411,englishfornaturalsciencesandhealthsciences,
YCF1412,englishforit,
YCF1413,englishformedicine,
YCF1414,fundamentalenglish,
YCF1415,englishfordentistry,
YCF1416,learningenglishthroughculture,
YCF1417,learningenglishthroughreading,
YCF1418,learningenglishthroughwriting,
YCF1419,lostintranslation,
YCF1420,speechandpresentationinenglish,
YCF1422,learningenglishthroughspeaking,
YCF1423,englishforstartups,
YCF1424,foodtheory:englishthroughfood,
YCF1425,culturalconnectionthroughcuisineandenglish,
YCF1426,introductionofdebate:theartofpersuasionanddebateinenglish,
YCF1427,thescienceandartoflearning,
YCF1428,understandingbusinessthroughfinancialstatements,
YCF1429,learningenglishthroughliterature,
YCF1451,독일어(1),german1
YCF1452,독일어(2),german2
YCF1453,독일어(3),german3
YCF1501,프랑스어(1),french1
YCF1502,프랑스어(2),french2
YCF1503,프랑스어(3),french3
YCF1551,러시아어(1),russianlanguage1
YCF1552,러시아어(2),russianlanguage2
YCF1553,러시아어(3),russian3
YCF1601,라틴어(1),latin1
YCF1602,라틴어(2),latin2
YCF1603,스페인어(1),spanish1
YCF1604,스페인어(2),spanish2
YCF1605,아랍어(1),arabic1
YCF1606,아랍어(2),arabic2
YCF1607,이탈리아어(1),italian1
YCF1651,말하기와토론,speechanddebate
YCF1652,수어,signlanguage
YCF1753,콘텐츠라이팅,contentwriting
HUM2037,동서양공연예술의이해,understandingofperformingartsintheeastandthewest
HUM2038,디지털언어데이터와인문학,digitallanguagedataandhumanities
HUM2039,인문학을위한코딩,고급독어연습4
HUM2040,인터랙티브스토리텔링디자인,interactivestorytellingdesign
HUM2041,컴퓨터를활용한언어분석,computationalanalysisoflanguage
HUM2042,한국의세계유산과디지털리터러시,worldheritageofkoreaanddigitalliteracy
HUM2043,한국대중문화로읽는인문학,koreanpopularcultureandhumanities
HUM2044,디지털미디어와포스트휴먼(성찰),reflection
HUM2045,디지털문학의창작과비평,performingdigitalliterature
HUM2046,인문학도를위한코딩(중급),intermediate
HUM2047,디지털미디어와젠더(성찰과디자인),reflectionanddesign
HUM2048,한국의유산:전통과지속가능성,treasuresofkorea:heritageandsustainability
HUM2049,인물로본한국사,koreanhistoryseenthroughhistoricfigures
HUM2050,디지털영상시대의이미지읽기,thereadingimagesofthedigitalage
HUM2051,디지털인문학이란무엇인가,criticaldigitalhumanities
HUM3001,인문학과법,humanitiesandlaw
HUM3002,20세기현대지성인사,anmodernintellectualhistoryofthe20thcentury
HUM3003,인문공학,humanitiesengineering
HUM3004,불확실한시대의인문학ⅰ:윤동주창작워크숍,
HUM3005,윤동주와연세인문정신,yoon&dong-juandthehumanitiesofyonsei
HUM3006,가상현실:여행코리아콘텐츠제작,:creatingcontentsfortravelkorea
HUM3007,디지털담화처리의이해,introductiontoanalyzingdigitaldiscourse
HUM4001,인문학자양성세미나,honorsprograminhumanities
TTP2001,교육학개론,introductiontoeducation
TTP2002,교육철학및교육사,educationphilosophyandhistoryofeducation
TTP2004,교육방법및교육공학,educationmethodologyandtechnology
TTP2005,교육사회,educationalsociety
TTP2006,교육심리,psychologyofeducation
TTP2007,교육행정및교육경영,educationadministrationandmanagement
TTP2008,교육봉사활동(1),volunteerserviceineducation12
TTP2009,교육봉사활동(2),
TTP2010,교육과정,educationcurriculum
TTP2011,교육평가,educationevaluation
TTP2012,특수교육학개론,understandingtheexceptionalchildren
TTP2013,생활지도및상담,guidanceandcounseling
TTP3003,컴퓨터교육론,theoryofcomputereducation
TTP3005,컴퓨터교육교재연구및지도법,methodsofteachingcomputing
TTP3006,컴퓨터교육논리논술,thelogicandwritingskillincomputing
TTP3801,국어교재연구및지도법,koreanteachingtextsandmethodology
TTP3802,중국어교재연구및지도법,astudyofchineseteachingmaterialsandmethod
TTP3803,영어교재연구및지도법,methodsofteachingenglish
TTP3804,독어교재연구및지도법,
TTP3805,불어교재연구및지도법,methodsofteachingfrenchasasecondlanguage
TTP3806,노어교재연구및지도법,russianteachingmethodology
TTP3807,역사교재연구및지도법,res&teachmethtohistory
TTP3808,철학교재및연구법,studiesandteachingmethodinphilosophicaltexts
TTP3811,심리학교재연구및지도법,methodsofteachingpsychology
TTP3812,수학교재연구및지도법,studiesinmathematicalteachingmaterials
TTP3813,과학교재연구및지도법,
TTP3814,지구과학교재연구법,teachingofearthscience
TTP3815,종교교재연구및지도법,
TTP3816,음악교재연구및지도법,
TTP3817,유아교재연구및지도법,educationmaterialsforyoungchildren
TTP3818,공통사회교재연구및지도법,teachingmethodofsocialstudies
TTP3820,철학교육론,theoryofphilosophyeducation
TTP3822,철학논리및논술,thelogicandwritingskillinphilosophy
TTP3823,음악교육과정,
TTP3824,음악교육론,
TTP3825,프랑스어교육론,frenchlanguageeducation
TTP3826,독일어교육론,theoryfoteachinggerman
TTP3827,프랑스어평가방법론,
TTP3829,외국어평가방법론,evaluationmethodofforeignlanguage
TTP3832,독일어평가방법론,
TTP3836,,
TTP3846,러시아어교육론,russianlanguageeducation
TTP4001,교육실습(중등학교),secondaryschoolteacher
TTP4002,교육실습(유치원),kindergarten
TTP4003,교육실습(보건교사),schoolhealthteacher
TTP4004,교육실습(사서교사),schoollibrarianteacher
TTP4005,교육실습(전문상담교사),schoolcounselor
